ID,Title,Link,Categories,Image,Description,Ingredients,Directions,Notes,Prep Time,Cook Time,Servings,Video,Related Products,Average Ratings,Num Ratings,Date,Order
6326,Gaufres de gruau à réchauffer au grille-pain,https://www.quakeroats.ca/fr/recipes/gaufres-de-gruau-à-réchauffer-au-grille-pain,Breakfast,Oatmeal_20Waffles-043.jpg,"Gagnez du temps lors de vos matinées occupées. Ces gaufres, parfaites pour créer un déjeuner complet, peuvent être préparées à l’avance, congelées et simplement cuites au grille‑pain.","11/2 tasse (375 mL) de gruau Instantané Nature de Quaker®
11/2 tasse (375 mL) de farine tout usage
1/4 tasse (60 mL) de fécule de maïs
2 cuillères à soupe (30 mL) de sucre en poudre
1 cuillère à soupe (15 mL) de poudre à pâte
1/2 cuillère à thé (2 mL) de bicarbonate de soude
1 pincée de sel
13/4 tasse (425 mL) de lait
3 œufs
1/2 tasse (125 mL) de beurre fondu

Garnitures :
1 tasse (250 mL) de bleuets, de framboises ou de fraises
2 cuillères à soupe (30 mL) de sirop d’érable","Dans un bol, mélanger la farine, l’avoine, la fécule de maïs, le sucre, la poudre à pâte, le bicarbonate de soude et le sel. Dans un autre bol, fouetter ensemble le lait, les œufs et le beurre fondu. Incorporer à la préparation et fouetter jusqu’à ce que le mélange soit lisse.
Chauffer et graisser un gaufrier. Cuire les gaufres selon les instructions du fabricant, en utilisant une petite tasse de pâte à la fois. Laisser refroidir complètement sur une grille.
Empiler les gaufres en les séparant de papier parchemin. Congeler dans un sac en plastique refermable ou dans un contenant hermétique, et conserver jusqu'à 2 semaines.
Pour réchauffer : Faire griller les gaufres surgelées dans un grille‑pain jusqu'à ce qu’elles soient bien chaudes et dorées. Servir avec des petits fruits et du sirop d'érable.","Astuce : Ajouter de la cannelle à la pâte pour faire des gaufres à la cannelle. 
Astuce : Servir avec des tranches de bananes, une sauce au chocolat et de la crème fouettée pour un dessert décadent. 
Astuce : Au lieu du gruau Rapide de Quaker®, utilisez le gruau Coupe épointée de Quaker® à cuisson rapide. 
",5 minutes,30 min (+ temps au grille-pain),4 portions,,,3,14,2016-09-22 12:07:53,431
6331,Gruau à la tarte à la citrouille,https://www.quakeroats.ca/fr/recipes/gruau-à-la-tarte-à-la-citrouille,Breakfast,Pumpkin-Pie-Oatmeal-059-min_0_1.jpg,Les saveurs chaleureuses d&rsquo;un dessert festif préféré se réunissent dans ce gruau onctueux.,"2 tasses (500 mL) de gruau Rapide de Quaker®
3 1/4 tasses (800 mL) de lait
3 cuillères à soupe (45 mL) de miel ou de cassonade
3/4 cuillère à thé (4 mL) d’épices de tarte à la citrouille
1/4 cuillère à thé (1 mL) de sel
1/2 tasse (125 mL) de purée de citrouille
⅓ tasse (75 mL) de yogourt grec à la vanille
1/4 tasse (60 mL) pacanes grillées hachées","Dans une grande casserole à feu moyen, mélanger le gruau, le lait, le miel, les épices de tarte à la citrouille et le sel. Porter à ébullition. Réduire le feu et laisser mijoter 5 minutes, en remuant de temps en temps.
Incorporer la purée de citrouille et faire chauffer. Répartir dans 4 bols et garnir avec une cuillerée de yogourt et saupoudrer de pacanes.","Astuce : Garnir avec des fruits secs, tels que des raisins secs ou des canneberges, si désiré. 
",5 minutes,15 minutes,4 portions,,,4,2,2016-09-22 12:13:48,432
6336,Glaces au yogourt et au gruau,https://www.quakeroats.ca/fr/recipes/glaces-au-yogourt-et-au-gruau,Breakfast,Yogurt_20and_20Oatmeal_20Pops-024.jpg,"Ces glaces au yogourt offrent les bienfaits de l&rsquo;avoine et constituent une gâterie nutritive et rassasiante, parfaite pour créer un déjeuner complet","3/4 tasse (175 mL) de gruau Rapide de Quaker®, divisé
11/2 tasse (375 mL) de framboises congelées
⅓ tasse (75 mL) de miel, divisé
2 cuillères à thé (10 mL) de jus de citron
2 tasses (500 mL) de yogourt grec nature 2 %
10 moules à glace","Dans un robot culinaire, mélanger les framboises, ⅓ tasse (75 mL) d'eau, 2 cuillères à soupe (30 mL) de miel et le jus de citron. Mettre de côté.
Réserver 1 cuillère à soupe (15 mL) d'avoine. Mélanger ensemble le gruau et le miel restants, et le yogourt.
Verser 2 cuillères à thé (10 mL) de la purée de framboises dans chacun des 10 moules à glace. Diviser le mélange de yogourt uniformément entre les moules. Couvrir uniformément avec le reste de la purée de framboises. Créer un tourbillon à l'aide d'un couteau à beurre ou d’une cuillère.
Saupoudrer le gruau restant uniformément sur le dessus de chaque moule. Insérer des bâtons de glace dans les moules et placer au congélateur pendant environ 6 heures ou jusqu'à ce qu’elles soient congelées.","Astuce : Pour retirer les glaces, plonger les moules dans l'eau chaude. 
",15 minutes,6 heures,10 portions,,,5,1,2016-09-22 12:15:24,433
6341,Pain grillé à l’avocat avec crumble salé au gruau,https://www.quakeroats.ca/fr/recipes/pain-grillé-à-l’avocat-avec-crumble-salé-au-gruau,Breakfast,Avocado_20Toast_20SBS-089.jpg,"Le pain grillé à l&rsquo;avocat constitue un déjeuner nutritif et délicieux. De plus, la texture savoureuse du crumble au gruau est particulièrement appréciée et complète bien ce plat.","1 avocat mûr, pelé et dénoyauté
1 cuillère à soupe (15 mL) de jus de citron
1/4 cuillère à thé (1 mL) de sel
2 tranches de pain multigrains, grillées
1/4 tasse (60 mL) de tomates cerises coupées en deux

Crumble au gruau :
1/2 tasse (125 mL) de gruau Coupe épointée de Quaker® à cuisson rapide
1 cuillère à soupe (15 mL) d’huile d’olive
1/2 cuillère à thé (2 mL) de persil séché
1/4 cuillère à thé (1 mL) de thym séché
1 pincée chacun d'ail en poudre, d'oignon en poudre, de paprika et de sel","Crumble au gruau : Préchauffer le four à 350 °F (180 °F). Mélanger ensemble le gruau, l'huile d'olive, le persil, le thym, le poudre d'ail, la poudre d'oignon, le paprika et le sel. Étaler sur une plaque à pâtisserie tapissée de papier parchemin. Cuire, en mélangeant de temps en temps, pendant 8 à 10 minutes ou jusqu'à ce que le tout soit doré et grillé. Laisser refroidir.
Écraser ensemble l'avocat, le jus de citron et le sel. Étendre uniformément sur les tranches de pain grillé. Disposer les tomates cerises sur le dessus. Saupoudrer chaque portion de 1 cuillère à soupe (15 mL) du crumble au gruau. (Réfrigérer le reste du crumble dans un contenant hermétique, et conserver jusqu'à 1 semaine). Servir immédiatement.","Astuce : Ajouter 1/4 cuillère à thé (1 mL) de sauce Sriracha ou de sauce piquante, si désiré. 
Astuce : Préparer plus de crumble au gruau et l’utiliser comme garniture savoureuse sur des soupes, des ragoûts ou des salades. 
",10 minutes,25 minutes,2 portions,,,5,4,2016-09-22 12:17:18,434
6346,Gruau savoureux aux fines herbes,https://www.quakeroats.ca/fr/recipes/gruau-savoureux-aux-fines-herbes,Breakfast,Savoury-Herbed-Oatmeal-047-min_0_0.jpg,"Commencez votre matinée avec ce gruau salé très tendance. Aromatisé de fines herbes et servi avec un œuf dur, voici un plat dont toute la famille raffolera!","4 sachets (28 g chacun) de gruau Instantané Nature de Quaker®
2⅔ tasses (650 mL) de lait écrémé
1/4 tasse (60 mL) de cheddar blanc ou de mozzarella, râpé
2 cuillères à soupe (30 mL) de persil frais ou de ciboulette, haché et divisé
1/2 tasse (125 mL) de tomates cerises coupées en deux
1/2 tasse (125 mL) de concombre coupé en dés
2 œufs durs, en quartiers
1/4 cuillère à thé (1 mL) chacun de sel et de poivre","Cuire le gruau selon les instructions sur l’emballage, avec du lait dans des bols individuels. Incorporer 1 cuillère à soupe (15 mL) de fromage et 1 cuillère à thé (5 mL) de persil dans chaque portion.
Garnir chaque portion avec les tomates cerises, le concombre et la moitié d’un œuf. Saupoudrer de sel, de poivre et du persil restants.","Astuce : Servir avec une sauce piquante, si désiré. 
Astuce : Garnir avec des restes de légumes cuits hachés, tels que des brocolis, des asperges ou des courges. 
",10 minutes,20 minutes,4 portions,,,5,1,2016-09-22 12:20:28,435
6921,Gruau aux céréales granola et aux bananes à préparer la veille,https://www.quakeroats.ca/fr/recipes/gruau-aux-céréales-granola-et-aux-bananes-à-préparer-la-veille,Breakfast,031917_1920x800_Banana-_26-Granola_0.png,Votre déjeuner sera un moment de bonheur grâce à ce mélange de bananes et d&rsquo;avoine que vous garnirez de bananes hachées et de Céréales Croque Nature de Quaker&reg;.,"1 tasse de Quaker® Gruau Gros flocons
2 bananes mûres (1 banane écrasée et 1 banane hachée)
1 1/4 tasse de yogourt grec nature
1 cuillère à soupe de miel
1 cuillère à soupe de graines de chanvre écalées
1/4 cuillère à thé de cannelle moulue
1 pincée de sel de mer fin, facultatif
2 cuillères à soupe de céréales Quaker® Céréales Croque NatureMC Recette originale","Dans un pot Mason ou un bol, mélanger le gruau Quaker®, la banane écrasée, le yogourt grec, le miel, les graines de chanvre, la cannelle et le sel de mer.
Garnir de morceaux de banane et de céréales Quaker® Croque NatureMC.
Couvrir et réfrigérer toute la nuit.",Éclaircir avec du lait d’amande non sucré si désiré.,5 minutes,Gruau à préparer la veille,1,,"43,024,326",4,5,2017-04-05 9:07:22,436
6931,Gruau aux amandes et aux bleuets à préparer la veille,https://www.quakeroats.ca/fr/recipes/gruau-aux-amandes-et-aux-bleuets-à-préparer-la-veille,Breakfast,031917_1920x800_Blueberry-Almond_0.png,Essayez ce mélange nourrissant de bleuets frais et de beurre d&rsquo;amande que vous garnissez d&rsquo;un filet de miel et d&rsquo;amandes grillées et hachées.,"1 tasse de Quaker® Gruau Une minute
1/2 tasse de lait d’amande non sucré
2 cuillères à soupe de beurre d’amande
1 cuillère à soupe de sirop d’érable
1/4 cuillère à thé de cannelle moulue
1 pincée de sel de mer fin, facultatif
3/4 tasse de bleuets frais, à diviser (1/2 tasse, plus la garniture)
2 cuillères à soupe d’amandes grillées, hachées","Dans un pot Mason ou un bol, mélanger le gruau Quaker®, le lait d’amande, le beurre d’amande, le sirop d’érable, la cannelle et le sel de mer.
Ajouter 1/2 tasse de bleuets en remuant. Garnir d’amandes hachées et du reste de bleuets.
Couvrir et réfrigérer toute la nuit.",,5 minutes,Gruau à préparer la veille,1,,4294,4,3,2017-04-05 9:17:57,437
6941,Gruau aux bananes et aux bleuets à préparer la veille,https://www.quakeroats.ca/fr/recipes/gruau-aux-bananes-et-aux-bleuets-à-préparer-la-veille,Breakfast,031917_1920x800_Blueberry-Banana_0.png,Essayez cette délicieuse recette composée de bleuets frais combinés au goût sucré de la banane et du miel : un coup de coeur assuré pour toute la famille.,"1/2 tasse de Quaker® Gruau Gros flocons
1/2 tasse de lait faible en gras
1 cuillère à thé d’extrait de vanille
1/2 tasse de bleuets
1/3 tasse de banane, tranchée
1 cuillère à soupe de miel
1 cuillère à thé de graines de chia, falcultatif","Dans un pot Mason ou un bol, mélanger le gruau Quaker®, le lait et l’extrait de vanille.
Ajouter une couche de bleuets et une couche de banane, puis garnir de graines de chia et d’un filet de miel.
Couvrir et réfrigérer toute la nuit.",,5 minutes,Gruau à préparer la veille,1,,4302,3,10,2017-04-05 9:28:52,438
6951,Gruau au chocolat et au beurre d’arachide à préparer la veille,https://www.quakeroats.ca/fr/recipes/gruau-au-chocolat-et-au-beurre-d’arachide-à-préparer-la-veille,Breakfast,031917_1920x800_Chocolate-Peanut-Butter_0.png,Chaque bouchée de cette nourrissante combinaison de beurre d&rsquo;arachide et de chocolat garnie d&rsquo;arachides grillées et hachées est tout simplement divine.,"1 tasse de Gruau coupe épointée Quaker® à cuisson rapide
2 tasses de lait d’amande non sucré
2 cuillères à soupe de miel
2 cuillères à soupe de poudre de cacao non sucrée
2 cuillères à soupe de beurre d’arachide crémeux ou croquant
1 cuillère à soupe de graines de chia
1 pincée de sel de mer fin, facultatif
2 cuillères à soupe d’arachides grillées, hachées","Dans un pot Mason ou un bol, mélanger le gruau Quaker®, le lait d’amande, le miel, la poudre de cacao, le beurre d’arachide, les graines de chia et le sel de mer.
Garnir d’arachides grillées.
Couvrir et réfrigérer toute la nuit.",,5 minutes,Gruau à préparer la veille,1,,5081,4,3,2017-04-05 9:39:23,439
6961,Gruau aux petits fruits à préparer la veille,https://www.quakeroats.ca/fr/recipes/gruau-aux-petits-fruits-à-préparer-la-veille,Breakfast,031917_1920x800_Mixed-Berry_0.png,"Ces bouchées alléchantes de fraises, de bleuets et de yogourt grec garnies de zeste de citron rendront votre matinée &laquo; baie-licieuse &raquo;!","3/4 tasse de gruau Gros flocons de Quaker®
1 1/4 tasse de yogourt grec à la vanille
1 cuillère à soupe de graines de chanvre écalées
1/4 cuillère à thé d’extrait de vanille
1 pincée de sel de mer fin, facultatif
1/3 tasse de fraises fraîches hachées, à diviser (1/4 tasse, plus la garniture)
1/3 tasse de bleuets frais, à diviser (1/4 tasse, plus la garniture)
1/4 cuillère à thé de zeste de citron","Dans un pot Mason ou un bol, mélanger le gruau Quaker®, le yogourt grec, les graines de chanvre, l’extrait de vanille et le sel de mer.
Ajouter 1/4 tasse de fraises et 1/4 tasse de bleuets en remuant. Garnir le tout du reste de fraises et de bleuets puis du zeste de citron.
Couvrir et réfrigérer toute la nuit.",Éclaircir avec du lait d’amande non sucré si désiré.,5 minutes,Gruau à préparer la veille,1,,4302,247,19,2017-04-05 9:48:12,440
6971,Gruau aux dattes et aux raisins secs à préparer la veille,https://www.quakeroats.ca/fr/recipes/gruau-aux-dattes-et-aux-raisins-secs-à-préparer-la-veille,Breakfast,031917_1920x800_Oatmeal_2C-Raisin-_26-Date_0.png,"Essayez ce savoureux mélange de miel, de cannelle et de dattes hachées pour démarrer votre journée avec délice.","1 tasse de Quaker® Gruau Rapide
1 1/2 tasse de yogourt grec nature
1 cuillère à soupe de miel, plus un filet pour la garniture
1/4 cuillère à thé de cannelle moulue
1 pincée de sel de mer fin, facultatif
1/2 tasse de dattes hachées, à diviser (1/4 tasse, plus la garniture)
1/4 tasse de raisins secs","Dans un pot Mason ou un bol, mélanger le gruau Quaker®, le yogourt grec, le miel, la cannelle et le sel de mer.
Ajouter les raisins secs et 1/4 tasse de dattes en remuant. Garnir du reste de dattes et d’un filet de miel.
Couvrir et réfrigérer toute la nuit.",Éclaircir avec du lait d’amande non sucré si désiré.,5 minutes,Gruau à préparer la veille,1,,4310,4,4,2017-04-05 9:54:22,441
6981,Gruau au beurre d’arachide et aux fraises à préparer la veille,https://www.quakeroats.ca/fr/recipes/gruau-au-beurre-d’arachide-et-aux-fraises-à-préparer-la-veille,Breakfast,031917_1920x800_Peanut-Butter-_26-Jam_0.png,"Beurre d&rsquo;arachide, fraises fraîches et miel garnis d&rsquo;arachides grillées et hachées; voilà un délice pour vos sens, et ce, chaque bouchée.","1 tasse de Quaker® Gruau Gros flocons
3/4 tasse de lait d’amande à la vanille non sucré
3 cuillères à soupe de beurre d’arachide crémeux ou croquant
1 cuillère à soupe de miel, plus un filet pour la garniture
1/4 cuillère à thé d’extrait de vanille
1 pincée de sel de mer fin, facultatif
3/4 tasse de fraises fraîches hachées, à diviser (1/2 tasse, plus la garniture)
2 cuillères à soupe d’arachides grillées, hachées","Dans un pot Mason ou un bol, mélanger le gruau Quaker®, le lait d’amande, le beurre d’arachide, le miel, la vanille et le sel de mer.
Ajouter 1/2 tasse de fraises hachées en remuant. Garnir du reste de fraises, d’arachides et d’un filet de miel.
Couvrir et réfrigérer toute la nuit.",,5 minutes,Gruau à préparer la veille,1,,4302,2,5,2017-04-05 10:29:23,442
6991,Gruau à la vanille et aux framboises à préparer la veille,https://www.quakeroats.ca/fr/recipes/gruau-à-la-vanille-et-aux-framboises-à-préparer-la-veille,Breakfast,031917_1920x800_Raspberry-Vanilla_0.png,"Cette savoureuse combinaison de lait d&rsquo;amande à la vanille, de framboises fraîches et de miel vous procurera l&rsquo;énergie nécessaire pour aller de l&rsquo;avant.","3/4 tasse de Quaker® Gruau Gros flocons
1 1/4 tasse de yogourt grec à la vanille
1 cuillère à soupe de confiture de framboises
1 cuillère à soupe de graines de chia
1/4 cuillère à thé d’extrait de vanille
1 pincée de sel de mer fin, facultatif
3/4 tasse de framboises fraîches, à diviser (1/2 tasse, plus la garniture)","Dans un pot Mason ou un bol, mélanger le gruau Quaker®, le yogourt grec, la confiture de framboises, les graines de chia, l’extrait de vanille et le sel de mer.
Ajouter 1/2 tasse de framboises en remuant. Garnir du reste de framboises.
Couvrir et réfrigérer toute la nuit.",,5 minutes,Gruau à préparer la veille,1,,4302,4,7,2017-04-05 10:46:17,443
7001,Gruau à la noix de coco et aux fraises à préparer la veille,https://www.quakeroats.ca/fr/recipes/gruau-à-la-noix-de-coco-et-aux-fraises-à-préparer-la-veille,Breakfast,031917_1920x800_Strawberry-Coconut_0.png,Chaque cuillerée de fraises mûres et juteuses et de flocons de noix de coco grillée vous rappellera ces journées ensoleillées à la plage.,"1 tasse de Quaker® Gruau Une minute
1/2 tasse de lait de coco non sucré
1/3 tasse de flocons de noix de coco grillés, à diviser (1/4 tasse, plus la garniture)
2 cuillères à soupe de graines de chanvre écalées
1 cuillère à soupe de miel, plus un filet pour la garniture
1/4 cuillère à thé d’extrait de vanille
1 pincée de sel de mer fin, facultatif
1 tasse de fraises fraîches hachées, à diviser (1/2 tasse, plus la garniture)","Dans un pot Mason ou un bol, mélanger le gruau Quaker®, le lait de coco, 1/4 tasse de flocons de noix de coco, les graines de chanvre, le miel, l’extrait de vanille et le sel de mer.
Ajouter 1/2 tasse de fraises hachées en remuant. Garnir du reste de fraises, du reste de flocons de noix de coco et d’un filet de miel.
Couvrir et réfrigérer toute la nuit.",,5 minutes,Gruau à préparer la veille,1,,4294,5,2,2017-04-05 10:53:01,444
